beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.9730606917446778,-0.00018843612585328628,0.00018843612585328628,0.0,0.9700173158305319,0.9669739399163859,6.925808011852951,7.895636891557629,13.85161601644954,0.0,0.9700173158305319,6.925552714372088,0.9669739399163859,7.895636891557629,3.8739639576027685,10.799689431598424,7.892508485029325,3.873965088896398,10.799688291071874,8.71629490165894,8.71629490184145,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.9630798637810329,-0.00018881405290471776,0.00018881405290471776,0.0,1.017288142529253,1.0714964212774731,6.925808011852951,7.942907340329299,13.85161601644954,0.0,1.017288142529253,6.925555124864772,1.0714964212774731,7.942907340329299,3.93523209995503,10.86098142531094,7.9970287617105384,3.935258865555184,10.860955304638225,8.775287579537448,8.775287648949856,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.9340407169475355,-0.00018971022582547903,0.00018971022582547903,0.0,1.1340552380211335,1.3340697590947315,6.925808011852951,8.059673539648259,13.85161601644954,0.0,1.1340552380211335,6.925561066406942,1.3340697590947315,8.059673539648259,4.093426576764045,11.019858197278154,8.259596123443032,4.094141092910618,11.01914649233072,8.926923778288725,8.926925306411349,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8885403724747647,-0.00019053704336613464,0.00019053704336613464,0.0,1.2820266691022653,1.6755129657297658,6.925808011852951,8.20764414391185,13.85161601644954,0.0,1.2820266691022653,6.925568907805712,1.6755129657297658,8.20764414391185,4.308643309698397,11.23817407098322,8.60102875208041,4.312466384225829,11.234358043862372,9.132062129936273,9.132072003076445,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8305440871746299,-0.00019063171936295475,0.00019063171936295475,0.0,1.4391970336251774,2.047849980075725,6.925808011852951,8.364814413758765,13.85161601644954,0.0,1.4391970336251774,6.925577970125559,2.047849980075725,8.364814413758765,4.556435564129927,11.494166979789085,8.973344955170603,4.568473051558655,11.482143603054482,9.367401426267875,9.367441990984233,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.7648796135565163,-0.00018949041653115728,0.00018949041653115728,0.0,1.5957351829505768,2.4265907523446373,6.925808011852951,8.521353704386996,13.85161601644954,0.0,1.5957351829505768,6.925588059684671,2.4265907523446373,8.521353704386996,4.823992495882905,11.778269121576699,9.352038644137636,4.852593600580235,11.749692742061612,9.621509548993103,9.621640567054015,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,1>","|3,0>","|1,2>","|5,0>","|4,0>"
0.1,-0.44,-0.6965998998259124,-0.00018685959642539274,0.00018685959642539274,0.0,1.747476222901028,2.798352545976144,6.925808011852951,8.673097375157553,13.85161601644954,0.0,1.747476222901028,6.925599213168411,2.798352545976144,8.673097375157553,5.160738209433703,12.029615293559601,9.72368056876897,5.103923544644914,12.086390621671157,9.888456214464696,9.888824808378843,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,1>","|3,0>","|1,2>","|5,0>","|4,0>"
0.1,-0.43,-0.6302968607990351,-0.00018270682761567514,0.00018270682761567514,0.0,1.892778299803453,3.155259738807871,6.925808011852951,8.818403604828788,13.85161601644954,0.0,1.892778299803453,6.92561171918706,3.155259738807871,8.818403604828788,5.490819480716027,12.317041423037779,10.08023113354858,5.391358544358738,12.416444357089858,10.164785370960558,10.165771632623688,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,1>","|3,0>","|1,2>","|5,0>","|4,0>"
0.1,-0.42,-0.5695071327550352,-0.00017714142509817066,0.00017714142509817066,0.0,2.0311572951374615,3.4928074575198877,6.925808011852951,8.956788165565314,13.85161601644954,0.0,2.0311572951374615,6.925626435025464,3.4928074575198877,8.956788165565314,5.8410413627987054,12.608429115274873,10.41638994695569,5.682755224777836,12.76663454057558,10.448230437670617,10.451115797127272,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,1>","|3,0>","|1,2>","|5,0>","|4,0>"
0.1,-0.41000000000000003,-0.5163780827683979,-0.0001703377184725241,0.0001703377184725241,0.0,2.1626673405646955,3.808956598360993,6.925808011852951,9.088305014699174,13.85161601644954,0.0,2.1626673405646955,6.925646232801796,3.808956598360993,9.088305014699174,6.209091491074702,12.901048778504048,10.746011839866298,5.9753838145082625,13.13464737542239,10.737141983236441,10.727464283409148,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,1>","|3,0>","|1,2>","|5,0>","|4,0>"
