beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.9690615182631745,-4.816270396190703e-05,4.816270396190703e-05,0.0,0.9686944679362739,0.9683274176093732,10.007745446271201,10.976391751503513,22.135045693071504,0.0,0.9686944679362739,0.9683274176093732,10.007692870899518,3.874043279627415,10.976391751503513,3.8740432967223057,10.976017616989964,8.716595074189428,8.716595074195936,13.881740500204955,13.881740482645057,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.9590723703287267,-4.804236385780314e-05,4.804236385780314e-05,0.0,1.0160603279472582,1.0730482855657897,10.007745446271201,11.023757731854602,22.135045693071504,0.0,1.0160603279472582,1.0730482855657897,10.007693318761994,3.9354492862157997,11.023757731854602,3.935498204125423,11.080738213852754,8.775723060032561,8.77572306319388,13.943195278620692,13.9431464166083,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.9300138997091665,-4.7687620110536955e-05,4.7687620110536955e-05,0.0,1.1330515008270652,1.3360891019449639,10.007745446271201,11.140749259478156,22.135045693071504,0.0,1.1330515008270652,1.3360891019449639,10.007694399408962,4.093993261243469,11.140749259478156,4.094803715569782,11.343778489707717,8.927702859867281,8.927703103738224,14.102500394401687,14.101690179921746,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8844988683976283,-4.711593962269944e-05,4.711593962269944e-05,0.0,1.2812923524821542,1.6780858365666802,10.007745446271201,11.288990682813733,22.135045693071504,0.0,1.2812923524821542,1.6780858365666802,10.007695780624971,4.309678854344298,11.288990682813733,4.313733172331126,11.685774775055165,9.133305668240183,9.133308512876766,14.321429164663812,14.317375439410398,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8265144780455103,-4.6352278360473065e-05,4.6352278360473065e-05,0.0,1.4387372382463752,2.05095999844724,10.007745446271201,11.446436332239216,22.135045693071504,0.0,1.4387372382463752,2.05095999844724,10.007697328942697,4.558006684682283,11.446436332239216,4.570487348644463,12.058648758879968,9.369184333187832,9.369200292328259,14.578182330733597,14.565702839008537,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.7609109614116392,-4.5424585948694585e-05,4.5424585948694585e-05,0.0,1.595540609487216,2.430170257562793,10.007745446271201,11.603240631172469,22.135045693071504,0.0,1.595540609487216,2.430170257562793,10.007699045229629,4.826137335086429,11.603240631172469,4.855484606004808,12.437859195931821,9.623885355973187,9.623945535965959,14.86317822466998,14.833832989793876,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.44,-0.6927574004160704,-4.435967065319346e-05,4.435967065319346e-05,0.0,1.747533457221408,2.8023095140267458,10.007745446271201,11.755234543821956,22.135045693071504,0.0,1.747533457221408,2.8023095140267458,10.00770151988658,5.16462465882654,11.755234543821956,5.10666203200563,12.80999901938145,9.891466801499035,9.89164289736604,15.114357146400437,15.17231655162027,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.43,-0.6266495750522836,-4.318015834314792e-05,4.318015834314792e-05,0.0,1.8930737487445697,3.159497922436856,10.007745446271201,11.900776014857428,22.135045693071504,0.0,1.8930737487445697,3.159497922436856,10.007701071221248,5.4958030013924315,11.900776014857428,5.394697685656098,13.167188367902384,10.168464931424865,10.168902915426429,15.40239224491151,15.503492831918237,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.42,-0.5661136630862984,-4.1902385277126086e-05,4.1902385277126086e-05,0.0,2.0316785877312213,3.4972435123761443,10.007745446271201,12.039382131617145,22.135045693071504,0.0,2.0316785877312213,3.4972435123761443,10.007703313734481,5.847196516190962,12.039382131617145,5.686692525197742,13.504935207249304,10.452607270558502,10.453556153918669,15.694386537070699,15.854884013049286,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.41000000000000003,-0.5132757513282229,-4.0534601936315084e-05,4.0534601936315084e-05,0.0,2.163403674344721,3.8135315973612194,10.007745446271201,12.171108586013986,22.135045693071504,0.0,2.163403674344721,3.8135315973612194,10.007705134378739,6.216459962552136,12.171108586013986,5.97990983671329,13.821224754062257,10.742239383160381,10.744105417658972,15.987603328185713,16.224144943818658,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
