beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz,gap_MHz
1e-06,-0.4999999864756569,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
1e-06,-0.49999998492012904,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
1e-06,-0.41529043282484,crossing,6,8,"|6,1>","|2,1>",0.0,0.0
1e-06,-0.4147876647449651,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
1e-06,-0.39593812437308334,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
1e-06,-0.3940708592203298,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
1e-06,-0.39154423052057175,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
1e-06,-0.37686640344645694,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
1e-06,-0.31158739191188817,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
1e-06,-0.3043742047256236,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
1e-06,-0.2476203323737054,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
1e-06,-0.24762033222612423,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
1e-06,-0.19095445041153714,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
1e-06,-0.17421841122873452,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
1e-06,-0.05701722752331451,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
1e-06,0.05701722793842571,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
1e-06,0.17421841124051143,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
1e-06,0.19095445046297538,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
1e-06,0.24762033224232383,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
1e-06,0.2476203322977329,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
1e-06,0.30437420471838766,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
1e-06,0.3115873916163481,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
1e-06,0.37686640342799255,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
1e-06,0.39154423049556975,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
1e-06,0.3940708593752773,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
1e-06,0.39593812502657827,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
1e-06,0.41478766550040275,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
1e-06,0.415290433356502,crossing,6,8,"|6,1>","|2,1>",0.0,0.0
1e-06,0.495,avoided,8,9,"|5,2>","|3,1>",4.394678398966789e-09,4.394678398966789e-06
1e-06,0.49999998434960696,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
1e-06,0.49999999054733646,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.005,-0.4999237359370814,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.005,-0.4999236276532833,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.005,-0.4151426878187126,crossing,6,8,"|6,1>","|2,1>",0.0,0.0
0.005,-0.41441134586582656,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.005,-0.3959646063688209,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
0.005,-0.3940245776543113,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.005,-0.3914380040068852,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.005,-0.3767491343539702,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.005,-0.31138381256449066,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.005,-0.3041644371793842,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.005,-0.24732413642742704,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.005,-0.24732401071611604,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.005,-0.1905348469993255,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.005,-0.17372208107490572,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.005,-0.05539488143832077,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.005,0.055394881438191115,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.005,0.17372208107465464,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.005,0.19053484699917642,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.005,0.24732401071598875,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.005,0.24732413642667647,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.005,0.30416443717987707,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.005,0.3113838125645971,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.005,0.37674913435391616,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.005,0.39143800400692397,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.005,0.39402457765483057,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.005,0.3959646063661352,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
0.005,0.41441134586659883,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.005,0.41514268781929786,crossing,6,8,"|6,1>","|2,1>",0.0,0.0
0.005,0.49992362765179627,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.005,0.4999237359374522,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.01,-0.4998472645048643,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.01,-0.49984683137745517,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.01,-0.4149741417432285,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.01,-0.41403649166758844,crossing,6,9,"|2,1>","|3,1>",0.0,0.0
0.01,-0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0017258521135943283,1.7258521135943283
0.01,-0.3962426019447623,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
0.01,-0.39412379344252774,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.01,-0.3913941036798118,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.01,-0.3767031012284222,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.01,-0.3112977680586822,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.01,-0.3040784867656846,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.01,-0.2472072292983461,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.01,-0.2472062906941834,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.01,-0.19041727011015733,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.01,-0.17351649903936153,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.01,-0.05454444954615442,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.01,0.05454444954716649,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.01,0.17351649903928362,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.01,0.19041727011008225,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.01,0.2472062906942466,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.01,0.24720722929787742,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.01,0.3040784867655616,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.01,0.31129776805869064,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.01,0.37670310122850853,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.01,0.3913941036797983,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.01,0.3941237934413439,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.01,0.39624260194319877,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
0.01,0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.001725852111860604,1.725852111860604
