beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz,gap_MHz
0.01,-0.39177534747646336,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.01,-0.37721214318240015,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.01,-0.3118724340710236,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.01,-0.3051040342643406,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.01,-0.24839998632755278,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.01,-0.24839919553517414,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.01,-0.19197103180090666,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.01,-0.1752091248879381,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.01,-0.05982219994014167,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.01,0.05982219994636928,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.01,0.17520912488752646,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.01,0.1919710318007945,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.01,0.24839919553420764,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.01,0.24839998632752455,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.01,0.3051040342637435,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.01,0.3118724340709302,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.01,0.3772121431825939,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.01,0.3917753474765066,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.01,0.4009105454907778,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.01,0.405,avoided,6,9,"|3,1>","|4,1>",0.001056184804269833,1.056184804269833
0.01,0.40813747230188396,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.01,0.4999694004520442,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.01,0.4999694872318904,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.015,-0.4999541840005331,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.015,-0.49995398874375485,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.015,-0.40786629948038755,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015,-0.405,avoided,6,9,"|3,1>","|4,1>",0.0015729475806551818,1.5729475806551818
0.015,-0.4011405357855741,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015,-0.39176037721633705,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.015,-0.37719584164388903,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.015,-0.3118434670715546,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.015,-0.3050632562503685,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.015,-0.24835762498635178,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.015,-0.24835595269853403,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.015,-0.19191158810419076,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.015,-0.17514114183333002,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.015,-0.05959913242995021,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.015,0.059599132431246434,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.015,0.17514114183297058,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.015,0.19191158810422707,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.015,0.2483559526975288,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.015,0.2483576249859071,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.015,0.30506325625019953,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.015,0.31184346707159727,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.015,0.3771958416437831,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.015,0.39176037721629886,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.015,0.40114053577918085,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015,0.405,avoided,6,9,"|3,1>","|4,1>",0.0015729475662169534,1.5729475662169534
0.015,0.40786629948961395,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015,0.4999539887395847,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.015,0.499954183998006,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.02,-0.49993885228723683,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.02,-0.49993850516666877,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.02,-0.407535214514703,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,-0.405,avoided,6,9,"|3,1>","|4,1>",0.0020924058952118685,2.0924058952118685
0.02,-0.4014831996689635,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,-0.3917479901823045,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.02,-0.3771825153959309,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.02,-0.31181930713005074,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.02,-0.30502909799014394,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.02,-0.24832240905282907,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.02,-0.2483195917757799,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.02,-0.19186362402039148,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.02,-0.1750847796565696,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.02,-0.05939965754410728,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.02,0.059399657546735,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.02,0.17508477965663286,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.02,0.19186362402035637,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.02,0.2483195917748626,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.02,0.24832240905291078,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.02,0.30502909798964356,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.02,0.3118193071301798,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.02,0.37718251539626113,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.02,0.39174799018230405,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.02,0.40148319965962853,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,0.405,avoided,6,9,"|3,1>","|4,1>",0.002092405884980053,2.092405884980053
0.02,0.407535214520265,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,0.499938505168057,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.02,0.4999388522822444,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.024999999999999998,-0.49992349291241106,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.024999999999999998,-0.4999229505437797,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.024999999999999998,-0.40715775745468885,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.024999999999999998,-0.405,avoided,6,9,"|3,1>","|4,1>",0.0026125660816660456,2.6125660816660456
0.024999999999999998,-0.4019255359717136,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.024999999999999998,-0.39173716964834904,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.024999999999999998,-0.3771709625854207,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.024999999999999998,-0.31179810026582955,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.024999999999999998,-0.3049991699524165,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.024999999999999998,-0.24829140254907842,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.024999999999999998,-0.24828721274742382,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.024999999999999998,-0.19182305444787343,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.024999999999999998,-0.17503546567740824,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.024999999999999998,-0.05922204500910501,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.024999999999999998,0.05922204501038638,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.024999999999999998,0.17503546567735054,crossing,4,9,"|4,0>","|0,2>",0.0,0.0
0.024999999999999998,0.19182305444798844,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.024999999999999998,0.24828721274682825,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.024999999999999998,0.24829140254863874,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.024999999999999998,0.304999169951474,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.024999999999999998,0.3117981002658634,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.024999999999999998,0.37717096258542177,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.024999999999999998,0.39173716964826494,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.024999999999999998,0.40192553596986524,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.024999999999999998,0.405,avoided,6,9,"|3,1>","|4,1>",0.00261256607791438,2.61256607791438
0.024999999999999998,0.4071577574574528,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.024999999999999998,0.49992295054225644,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.024999999999999998,0.49992349291167093,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.024999999999999998,0.499989406779661,crossing,8,9,"|3,1>","|5,2>",0.0,0.0
0.03,-0.4999081066274657,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.03,-0.49990732561929196,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.03,-0.40673756843699854,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.03,-0.405,avoided,6,9,"|3,1>","|4,1>",0.003133130300994935,3.133130300994935
0.03,-0.4024657765079834,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.03,-0.4,avoided,8,9,"|3,1>","|4,1>",0.004019547374696231,4.019547374696231
0.03,-0.39172752867623567,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.03,-0.37716075676725686,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.03,-0.31177908110951547,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.03,-0.3049802409125111,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.03,-0.24826354535358464,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.03,-0.248257785303279,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.03,-0.19178838805899048,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.03,-0.17499113222593796,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.03,-0.0590619765386826,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.03,0.05906197653936709,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.03,0.1749911322258626,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.03,0.19178838805904258,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.03,0.24825778530255194,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.03,0.24826354535304884,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.03,0.30498024091203396,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.03,0.3117790811094747,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.03,0.3771607567673695,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.03,0.3917275286762165,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.03,0.4,avoided,8,9,"|3,1>","|4,1>",0.004019547375946786,4.019547375946786
0.03,0.4024657765081214,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.03,0.405,avoided,6,9,"|3,1>","|4,1>",0.0031331302988348853,3.1331302988348853
0.03,0.40673756843728814,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.03,0.4999073256192964,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.03,0.49990810662710305,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.034999999999999996,-0.4998926934832433,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.034999999999999996,-0.49989163044379314,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.034999999999999996,-0.40628211158489597,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.034999999999999996,-0.405,avoided,6,9,"|3,1>","|4,1>",0.003653865738698414,3.653865738698414
0.034999999999999996,-0.40309250460451906,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.034999999999999996,-0.4,avoided,8,9,"|3,1>","|4,1>",0.004208991443732657,4.208991443732657
0.034999999999999996,-0.3917187778391944,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.034999999999999996,-0.3771515606709385,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.034999999999999996,-0.31176171194621094,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.034999999999999996,-0.3049630534462142,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.034999999999999996,-0.248238021796451,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.034999999999999996,-0.24823052171355547,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.034999999999999996,-0.191758496134276,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.034999999999999996,-0.17494971961217215,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.034999999999999996,-0.058915696591893156,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.034999999999999996,0.058915696591646714,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.034999999999999996,0.17494971961205733,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.034999999999999996,0.19175849613416418,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.034999999999999996,0.24823052171294988,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.034999999999999996,0.24823802179641777,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.034999999999999996,0.30496305344645297,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.034999999999999996,0.3117617119462381,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.034999999999999996,0.3771515606710513,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.034999999999999996,0.3917187778392015,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.034999999999999996,0.4,avoided,8,9,"|3,1>","|4,1>",0.004208991442851584,4.208991442851584
0.034999999999999996,0.4030925046024798,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.034999999999999996,0.405,avoided,6,9,"|3,1>","|4,1>",0.003653865736168882,3.653865736168882
0.034999999999999996,0.40628211158784494,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.034999999999999996,0.4998916304447864,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.034999999999999996,0.49989269348303517,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.04,-0.49987725468791483,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.04,-0.4998758662403231,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.04,-0.4057948705438919,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.04,-0.405,avoided,6,9,"|3,1>","|4,1>",0.004174696656434662,4.174696656434662
0.04,-0.4,avoided,8,9,"|3,1>","|4,1>",0.004412468076736786,4.412468076736786
0.04,-0.3917107875816823,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.04,-0.37714323766468544,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.04,-0.3117457241900373,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.04,-0.3049473857682034,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.04,-0.24821449482579028,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.04,-0.24820510835327864,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.04,-0.19173289071669652,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.04,-0.1749117808582015,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.04,-0.058781355762543265,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.04,0.05878135576240656,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.04,0.17491178085794412,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.04,0.19173289071674432,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.04,0.24820510835266626,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.04,0.2482144948256028,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.04,0.30494738576790104,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.04,0.31174572419005886,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.04,0.3771432376647833,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.04,0.39171078758161654,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.04,0.4,avoided,8,9,"|3,1>","|4,1>",0.00441246807679363,4.41246807679363
0.04,0.40379782342828435,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.04,0.405,avoided,6,9,"|3,1>","|4,1>",0.0041746966513187544,4.1746966513187544
0.04,0.4998758662394394,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.04,0.4998772546868486,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.045,-0.4998617897490618,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.045,-0.4998600325043159,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.045,-0.40528080821912876,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.045,-0.405,avoided,6,9,"|3,1>","|4,1>",0.0046955737929010866,4.695573792901087
0.045,-0.4,avoided,8,9,"|3,1>","|4,1>",0.004627034797465512,4.627034797465512
0.045,-0.39170342836044114,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.045,-0.37713563728746663,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.045,-0.31173087588778414,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.045,-0.3049329739854409,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.045,-0.24819260628243783,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.045,-0.2481812094799685,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.045,-0.19171105747656855,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.045,-0.17487671308696665,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.045,-0.058657178140157175,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.045,0.058657178139828035,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.045,0.17487671308675268,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.045,0.1917110574766101,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.045,0.24818120947945072,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.045,0.24819260628232157,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.045,0.3049329739853469,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.045,0.3117308758877839,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.045,0.377135637287455,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.045,0.39170342836039285,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.045,0.4,avoided,8,9,"|3,1>","|4,1>",0.004627034795248619,4.627034795248619
0.045,0.4045696400432967,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.045,0.405,avoided,6,9,"|3,1>","|4,1>",0.004695573788836782,4.695573788836782
0.045,0.4998600325042967,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.045,0.4998617897488603,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.049999999999999996,-0.4998462995691429,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.049999999999999996,-0.4998441301524157,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.049999999999999996,-0.405,avoided,6,8,"|2,1>","|3,1>",0.00012053209553641864,0.12053209553641864
0.049999999999999996,-0.4,avoided,8,9,"|3,1>","|4,1>",0.004851567807264701,4.851567807264701
0.049999999999999996,-0.3916964704480174,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.049999999999999996,-0.3771284585307364,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.049999999999999996,-0.3117168036572721,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.049999999999999996,-0.3049192468378382,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.049999999999999996,-0.248171667574014,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.049999999999999996,-0.2481581668695282,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.049999999999999996,-0.1916920616572122,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.049999999999999996,-0.17484347987548685,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.049999999999999996,-0.058540315403473826,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.049999999999999996,0.0585403154041511,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
0.049999999999999996,0.17484347987531432,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.049999999999999996,0.19169206165727892,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.049999999999999996,0.2481581668690421,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.049999999999999996,0.24817166757389905,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.049999999999999996,0.3049192468379298,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.049999999999999996,0.31171680365726384,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.049999999999999996,0.3771284585307784,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.049999999999999996,0.39169647044805034,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.049999999999999996,0.4,avoided,8,9,"|3,1>","|4,1>",0.004851567806468893,4.851567806468893
0.049999999999999996,0.405,avoided,6,8,"|2,1>","|3,1>",0.00012053209712803437,0.12053209712803437
0.049999999999999996,0.49984413015168566,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.049999999999999996,0.49984629956927196,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
