beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.9698907143238387,-5.70705696816276e-05,5.70705696816276e-05,0.0,0.9689682043277799,0.968045694331721,6.927485162653852,7.89639629641195,13.854970324356856,0.0,0.9689682043277799,6.927407825724799,0.968045694331721,7.89639629641195,3.8740227208852787,10.801482566479308,7.895447972178829,3.8740228248364303,10.801482461654018,8.716513809621716,8.71651380962669,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.959907695532479,-5.7185784584135035e-05,5.7185784584135035e-05,0.0,1.016294530658655,1.072681365784831,6.927485162653852,7.943722507527923,13.854970324356856,0.0,1.016294530658655,6.927408551711125,1.072681365784831,7.943722507527923,3.935374082119523,10.8628774059612,8.000082977511767,3.9354182065352745,10.862833481165069,8.775588858574764,8.775588886097836,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.9308656612346908,-5.745907640175574e-05,5.745907640175574e-05,0.0,1.1331978887660625,1.3355301162974342,6.927485162653852,8.060625592343513,13.854970324356856,0.0,1.1331978887660625,6.927410343264285,1.3355301162974342,8.060625592343513,4.093786018446394,11.022033210100204,8.262929915355897,4.094575669640619,11.02124442180454,8.92744111256087,8.92744177412169,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8853719268906275,-5.771157165668228e-05,5.771157165668228e-05,0.0,1.2813404477909671,1.6773089686913067,6.927485162653852,8.208767898873162,13.854970324356856,0.0,1.2813404477909671,6.927412710883971,1.6773089686913067,8.208767898873162,4.309303080216921,11.240760321130551,8.604705539242588,4.313305644183856,11.236759915184706,9.132880935797118,9.132886019791044,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8274059315903628,-5.774166021410565e-05,5.774166021410565e-05,0.0,1.4386909118252333,2.049975892060104,6.927485162653852,8.366118332818871,13.854970324356856,0.0,1.4386909118252333,6.927415450030111,2.049975892060104,8.366118332818871,4.5574447104253295,11.497272856359757,8.977366072411485,4.569822361850413,11.484899519003903,9.368577586666845,9.368601328945147,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.7618096565864505,-5.739625808587334e-05,5.739625808587334e-05,0.0,1.5954071705159834,2.429004684445516,6.927485162653852,8.52283493691175,13.854970324356856,0.0,1.5954071705159834,6.927418502083242,2.429004684445516,8.52283493691175,4.825380031350562,11.78199217429804,9.356380327604086,4.854547273268707,11.752832481670964,9.623083493415578,9.623166023691653,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|2,1>"
0.1,-0.44,-0.6936456373471458,-5.659849037442655e-05,5.659849037442655e-05,0.0,1.747320320975433,2.8009950046037204,6.927485162653852,8.67474888513891,13.854970324356856,0.0,1.747320320975433,6.927421878232423,2.8009950046037204,8.67474888513891,5.163381600475816,12.03315531377504,9.72833335034494,5.10570543458735,12.090819483093838,9.890459472219305,9.890696671084783,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|2,1>"
0.1,-0.43,-0.6275067756683086,-5.533867351914523e-05,5.533867351914523e-05,0.0,1.8927874878067144,3.15806819994512,6.927485162653852,8.820217311787047,13.854970324356856,0.0,1.8927874878067144,6.927425666534248,3.15806819994512,8.820217311787047,5.494224418142807,12.320988740589684,10.085293472927447,5.393541545067706,12.421653943065849,10.167243534050897,10.16785445702078,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|2,1>"
0.1,-0.42,-0.5669208956455805,-5.3650116115022684e-05,5.3650116115022684e-05,0.0,2.031324746442209,3.4957285972388377,6.927485162653852,8.958756258979946,13.854970324356856,0.0,2.031324746442209,6.927430129187627,3.4957285972388377,8.958756258979946,5.84525944942024,12.612783860224084,10.422473259772943,5.685339383794087,12.772679357895498,10.451164592010088,10.452767890383683,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|2,1>"
0.1,-0.41000000000000003,-0.5140194235946751,-5.1585757347538674e-05,5.1585757347538674e-05,0.0,2.162986844721985,3.8119542658492946,6.927485162653852,9.09042042161849,13.854970324356856,0.0,2.162986844721985,6.92743614847393,3.8119542658492946,9.09042042161849,6.214150460608295,12.905806081287977,10.735696616552445,5.978364305114468,13.1415590489581,10.746090951202575,10.740569454957665,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|2,1>"
