beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz,gap_MHz
0.015000000000000003,-0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0014511763762641294,1.4511763762641294
0.015000000000000003,-0.3981914066955093,crossing,6,9,"|4,1>","|3,1>",0.0,0.0
0.015000000000000003,-0.39632026329626,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015000000000000003,-0.39153478044193274,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.015000000000000003,-0.3768985600948864,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.015000000000000003,-0.31149699018766613,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.015000000000000003,-0.30446458656209985,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.015000000000000003,-0.24765684443712677,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.015000000000000003,-0.24765587912319476,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.015000000000000003,-0.19098161008920161,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.015000000000000003,-0.17413662405112135,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.015000000000000003,-0.05656320923579945,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.015000000000000003,0.05656320923680005,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.015000000000000003,0.17413662405100788,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.015000000000000003,0.1909816100891021,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.015000000000000003,0.2476558791226018,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.015000000000000003,0.24765684443689545,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.015000000000000003,0.30446458656189385,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.015000000000000003,0.31149699018767485,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.015000000000000003,0.37689856009494965,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.015000000000000003,0.3915347804419292,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.015000000000000003,0.3963202632960872,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.015000000000000003,0.39819140669614345,crossing,6,9,"|4,1>","|3,1>",0.0,0.0
0.015000000000000003,0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0014511763746156703,1.4511763746156703
0.015000000000000003,0.41205823685205195,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.015000000000000003,0.4127643922691613,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.015000000000000003,0.499861856801015,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.015000000000000003,0.49986244198400587,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.02,-0.49981639736508965,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.02,-0.4998153570449598,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.02,-0.4127676054483298,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.02,-0.41212903814205176,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.02,-0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.001173700991074611,1.173700991074611
0.02,-0.3980592511767784,crossing,6,9,"|4,1>","|3,1>",0.0,0.0
0.02,-0.39632547538357266,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,-0.3915135706784418,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.02,-0.3768767967507502,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.02,-0.3114546870343081,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.02,-0.3044232283502317,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.02,-0.24760001953160896,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.02,-0.2475988124704782,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.02,-0.19092639773019865,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.02,-0.17403659436651706,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.02,-0.05626063919276155,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.02,0.05626063919286112,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.02,0.17403659436638302,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.02,0.19092639773014355,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.02,0.2475988124701736,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.02,0.24760001953136093,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.02,0.3044232283504484,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.02,0.3114546870342489,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.02,0.37687679675083335,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.02,0.3915135706783994,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.02,0.3963254753835745,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.02,0.39805925117710816,crossing,6,9,"|4,1>","|3,1>",0.0,0.0
0.02,0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0011737009867829329,1.1737009867829329
0.02,0.41212903814282487,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.02,0.41276760544792646,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.02,0.49981535704477575,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.02,0.49981639736533284,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.025,-0.4997702676043373,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.025,-0.4997686420994869,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.025,-0.4127679303136455,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.025,-0.4121929980095823,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.025,-0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0008563344021297326,0.8563344021297326
0.025,-0.4,avoided,6,9,"|4,1>","|3,1>",0.00562844198313428,5.62844198313428
0.025,-0.3978778986439396,crossing,8,9,"|2,1>","|3,1>",0.0,0.0
0.025,-0.395,avoided,6,8,"|4,1>","|3,1>",0.005262081630093007,5.262081630093007
0.025,-0.3914953889766868,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.025,-0.37685850599342957,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.025,-0.31141788085463445,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.025,-0.3043879344709914,crossing,6,8,"|6,0>","|0,2>",0.0,0.0
0.025,-0.24755204989824556,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.025,-0.2475508261803077,crossing,6,9,"|2,1>","|0,2>",0.0,0.0
0.025,-0.1908951660200557,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.025,-0.17395039198324824,crossing,4,6,"|0,2>","|4,0>",0.0,0.0
0.025,-0.05603267501669412,crossing,4,9,"|4,0>","|2,1>",0.0,0.0
0.025,0.05603267501687309,crossing,4,9,"|4,0>","|2,1>",0.0,0.0
0.025,0.17395039198318946,crossing,4,6,"|0,2>","|4,0>",0.0,0.0
0.025,0.19089516601995707,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.025,0.247550826180101,crossing,6,9,"|2,1>","|0,2>",0.0,0.0
0.025,0.24755204989811722,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.025,0.3043879344710397,crossing,6,8,"|6,0>","|0,2>",0.0,0.0
0.025,0.31141788085458866,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.025,0.3768585059934803,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.025,0.3914953889766588,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.025,0.395,avoided,6,8,"|4,1>","|3,1>",0.00526208162881403,5.26208162881403
0.025,0.3978778986437241,crossing,8,9,"|2,1>","|3,1>",0.0,0.0
0.025,0.4,avoided,6,9,"|4,1>","|3,1>",0.0056284419826226895,5.6284419826226895
0.025,0.41000000000000003,avoided,8,9,"|2,1>","|3,1>",0.0008563344007939122,0.8563344007939122
0.025,0.4121929980107419,crossing,6,9,"|6,1>","|3,1>",0.0,0.0
0.025,0.412767930314045,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.025,0.49976864209948646,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.025,0.4997702676045555,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.030000000000000006,-0.499977613155324,crossing,8,9,"|5,2>","|3,1>",0.0,0.0
0.030000000000000006,-0.4997240583999083,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.030000000000000006,-0.4997217176993675,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.030000000000000006,-0.41042941582464576,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.030000000000000006,-0.41000000000000003,avoided,6,8,"|3,1>","|6,1>",0.00630362574761989,6.30362574761989
0.030000000000000006,-0.4,avoided,6,8,"|3,1>","|4,1>",0.006460556575433429,6.460556575433429
0.030000000000000006,-0.3982228045505625,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.030000000000000006,-0.395,avoided,8,9,"|4,1>","|3,1>",0.005576487690717613,5.576487690717613
0.030000000000000006,-0.3914788897771474,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.030000000000000006,-0.37684199392781187,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.030000000000000006,-0.31138431062461275,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.030000000000000006,-0.3043555673929786,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.030000000000000006,-0.24750896482108117,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.030000000000000006,-0.2475080442114311,crossing,6,8,"|0,2>","|2,1>",0.0,0.0
0.030000000000000006,-0.19088202127539938,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.030000000000000006,-0.17387187273138613,crossing,4,8,"|0,2>","|4,0>",0.0,0.0
0.030000000000000006,-0.05587455092328332,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.030000000000000006,0.05587455092260395,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.030000000000000006,0.1738718727312991,crossing,4,8,"|0,2>","|4,0>",0.0,0.0
0.030000000000000006,0.1908820212752177,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.030000000000000006,0.24750804421119274,crossing,6,8,"|0,2>","|2,1>",0.0,0.0
0.030000000000000006,0.24750896482076326,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.030000000000000006,0.30435556739288244,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.030000000000000006,0.31138431062460864,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.030000000000000006,0.3768419939278455,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.030000000000000006,0.39147888977713935,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.030000000000000006,0.395,avoided,8,9,"|4,1>","|3,1>",0.005576487690461818,5.576487690461818
0.030000000000000006,0.3982228045490953,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.030000000000000006,0.4,avoided,6,8,"|3,1>","|4,1>",0.006460556574410248,6.460556574410248
0.030000000000000006,0.41000000000000003,avoided,6,8,"|3,1>","|6,1>",0.006303625743584007,6.303625743584007
0.030000000000000006,0.4104294158269427,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.030000000000000006,0.49972171770022167,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.030000000000000006,0.49972405840005807,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.030000000000000006,0.4999804177545692,crossing,8,9,"|5,2>","|3,1>",0.0,0.0
0.035,-0.49997476659096646,crossing,8,9,"|5,2>","|3,1>",0.0,0.0
0.035,-0.4996777693709021,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.035,-0.49967458343635124,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.035,-0.41012777229620073,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.035,-0.41000000000000003,avoided,6,8,"|3,1>","|6,1>",0.0070208791168795415,7.0208791168795415
0.035,-0.4,avoided,6,8,"|3,1>","|4,1>",0.007311897200651174,7.311897200651174
0.035,-0.39861685034852457,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.035,-0.395,avoided,8,9,"|4,1>","|3,1>",0.005922827835235012,5.922827835235012
0.035,-0.39146430885182426,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.035,-0.3768277159866254,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.035,-0.31135406347998523,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.035,-0.3043271582886594,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.035,-0.24747173566261088,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.035,-0.24747145126773232,crossing,6,8,"|0,2>","|2,1>",0.0,0.0
0.035,-0.19088594636358386,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.035,-0.17380193256985915,crossing,4,8,"|0,2>","|4,0>",0.0,0.0
0.035,-0.05579564041363408,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.035,0.055795640413337504,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.035,0.1738019325697785,crossing,4,8,"|0,2>","|4,0>",0.0,0.0
0.035,0.19088594636319128,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.035,0.24747145126743456,crossing,6,8,"|0,2>","|2,1>",0.0,0.0
0.035,0.24747173566224656,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.035,0.30432715828849277,crossing,8,9,"|6,0>","|0,2>",0.0,0.0
0.035,0.31135406347997213,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.035,0.3768277159866987,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.035,0.3914643088517925,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.035,0.395,avoided,8,9,"|4,1>","|3,1>",0.005922827835604494,5.922827835604494
0.035,0.3986168503500557,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.035,0.4,avoided,6,8,"|3,1>","|4,1>",0.007311897203010176,7.311897203010176
0.035,0.41000000000000003,avoided,6,8,"|3,1>","|6,1>",0.007020879114264744,7.020879114264744
0.035,0.4101277722977786,crossing,6,9,"|3,1>","|2,1>",0.0,0.0
0.035,0.49967458343603166,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.035,0.4996777693708842,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.04,-0.4996314039916995,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.04,-0.4996272428156289,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.04,-0.4090190890839598,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.04,-0.4,avoided,6,9,"|3,1>","|4,1>",0.008180186433349945,8.180186433349945
0.04,-0.3990466858273781,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.04,-0.395,avoided,8,9,"|3,1>","|4,1>",0.006295032922395194,6.295032922395194
0.04,-0.39145109345546375,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.04,-0.3768149707142374,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.04,-0.31132621849104436,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.04,-0.30430140245137327,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.04,-0.24743945449211122,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.04,-0.2474387348982835,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.04,-0.1909025347031161,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.04,-0.173738049469967,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.04,-0.055783041317609396,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.04,0.0557830413174744,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.04,0.17373804946987426,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.04,0.190902534702964,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.04,0.24743873489818238,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.04,0.24743945449179422,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.04,0.30430140245139303,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.04,0.3113262184910136,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.04,0.3768149707142738,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.04,0.3914510934554667,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.04,0.395,avoided,8,9,"|3,1>","|4,1>",0.00629503292066147,6.29503292066147
0.04,0.39904668582607045,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.04,0.4,avoided,6,9,"|3,1>","|4,1>",0.00818018643045093,8.18018643045093
0.04,0.4090190890856391,crossing,6,8,"|2,1>","|3,1>",0.0,0.0
0.04,0.4996272428153951,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.04,0.49963140399207134,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.045,-0.49958496290247034,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.045,-0.4995796964604175,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.045,-0.4074477302609841,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.045,-0.4,avoided,6,9,"|3,1>","|4,1>",0.009063603715517843,9.063603715517843
0.045,-0.3995018079585175,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.045,-0.39143881738100283,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.045,-0.39,avoided,8,9,"|3,1>","|4,1>",0.006653652337661242,6.653652337661242
0.045,-0.3768032107644387,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.045,-0.3113000760211663,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.045,-0.30427727462081866,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.045,-0.24741084101663624,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.045,-0.24740871624197358,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.045,-0.1909280477959874,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.045,-0.17367828315338193,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.045,-0.05499999999999999,avoided,4,6,"|2,1>","|4,0>",0.0030227488429801497,3.0227488429801497
0.045,0.05500000000000005,avoided,4,6,"|2,1>","|4,0>",0.003022748842070655,3.022748842070655
0.045,0.17367828315327602,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.045,0.19092804779567268,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.045,0.24740871624183886,crossing,1,5,"|2,0>","|0,1>",0.0,0.0
0.045,0.24741084101635227,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
