beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz
0.6000000000000001,-0.48787405553055985,crossing,4,7,unlabeled,unlabeled,0.0
0.6000000000000001,-0.4864808409550133,crossing,8,9,unlabeled,unlabeled,0.0
0.6000000000000001,-0.4467390397180003,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,-0.4467237911710985,crossing,4,7,"|2,1>","|3,0>",0.0
0.6000000000000001,-0.41448059779616336,crossing,6,10,"|3,1>","|4,0>",0.0
0.6000000000000001,-0.41000000000000003,avoided,6,11,"|3,1>","|5,0>",0.04733231478032707
0.6000000000000001,-0.4058234020767515,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,-0.3919617227191372,crossing,3,4,"|0,1>","|2,1>",0.0
0.6000000000000001,-0.37747809441514135,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,-0.37742685816209415,crossing,3,7,"|0,1>","|3,0>",0.0
0.6000000000000001,-0.37,avoided,6,11,"|3,1>","|5,0>",0.040363076260788944
0.6000000000000001,-0.31103372433761145,crossing,4,5,"|2,1>","|1,1>",0.0
0.6000000000000001,-0.308567552607772,crossing,8,11,"|0,2>","|5,0>",0.0
0.6000000000000001,-0.3048142354661486,crossing,6,8,"|3,1>","|0,2>",0.0
0.6000000000000001,-0.25391787004887995,crossing,8,10,"|0,2>","|4,0>",0.0
0.6000000000000001,-0.25343463212469985,crossing,2,3,"|2,0>","|0,1>",0.0
0.6000000000000001,-0.19440772285080757,crossing,5,7,"|1,1>","|3,0>",0.0
0.6000000000000001,-0.174015224715007,crossing,4,8,"|2,1>","|0,2>",0.0
0.6000000000000001,-0.1712570816029091,crossing,9,11,"|1,2>","|5,0>",0.0
0.6000000000000001,-0.10166469002297449,crossing,6,9,"|3,1>","|1,2>",0.0
0.6000000000000001,-0.04999999999999999,avoided,4,10,"|2,1>","|4,0>",0.04093094341492076
0.6000000000000001,0.050000000000000044,avoided,4,10,"|2,1>","|4,0>",0.04093094341502734
0.6000000000000001,0.10166469002296458,crossing,6,9,"|3,1>","|1,2>",0.0
