beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz,gap_MHz
1.4285714285714288e-06,-0.4999999931012834,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
1.4285714285714288e-06,-0.4999999852480573,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
1.4285714285714288e-06,-0.4141512667575393,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
1.4285714285714288e-06,-0.4133772679385615,crossing,6,9,"|2,1>","|3,1>",0.0,0.0
1.4285714285714288e-06,-0.3972803733978531,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
1.4285714285714288e-06,-0.3949915206985422,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
1.4285714285714288e-06,-0.39161041992808127,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
1.4285714285714288e-06,-0.376959860975384,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
1.4285714285714288e-06,-0.31167901844512225,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
1.4285714285714288e-06,-0.3045592042365481,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
1.4285714285714288e-06,-0.24783564009139683,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
1.4285714285714288e-06,-0.24783563998594063,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
1.4285714285714288e-06,-0.19124069798940055,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
1.4285714285714288e-06,-0.17450960328029655,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
1.4285714285714288e-06,-0.05788465938934951,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
1.4285714285714288e-06,0.05788465937534983,crossing,4,6,"|2,1>","|4,0>",0.0,0.0
1.4285714285714288e-06,0.1745096031859684,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
1.4285714285714288e-06,0.19124069801338023,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
1.4285714285714288e-06,0.24783563985386284,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
1.4285714285714288e-06,0.24783564020425397,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
1.4285714285714288e-06,0.30455920429212335,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
1.4285714285714288e-06,0.3116790184393497,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
1.4285714285714288e-06,0.3769598610377011,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
1.4285714285714288e-06,0.39161041991451767,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
1.4285714285714288e-06,0.3949915209559095,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
1.4285714285714288e-06,0.39728037364627145,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
1.4285714285714288e-06,0.4133772682285188,crossing,6,9,"|2,1>","|3,1>",0.0,0.0
1.4285714285714288e-06,0.41415126714471595,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
1.4285714285714288e-06,0.49999998496401504,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
1.4285714285714288e-06,0.49999998655733363,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.005,-0.4999466282718452,crossing,1,2,"|1,0>","|2,0>",0.0,0.0
0.005,-0.4999465524429806,crossing,6,7,"|1,1>","|2,1>",0.0,0.0
0.005,-0.4140606139290767,crossing,6,8,"|2,1>","|6,1>",0.0,0.0
0.005,-0.4132866696831018,crossing,6,9,"|2,1>","|3,1>",0.0,0.0
0.005,-0.3971871279127717,crossing,6,9,"|3,1>","|4,1>",0.0,0.0
0.005,-0.39492946700099024,crossing,6,8,"|3,1>","|2,1>",0.0,0.0
0.005,-0.3915217089941837,crossing,4,5,"|5,0>","|4,0>",0.0,0.0
0.005,-0.37686131138418427,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
0.005,-0.31150937941937556,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.005,-0.30438375549283236,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.005,-0.24758688422634156,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.005,-0.2475868032906728,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.005,-0.1908840164010888,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.005,-0.17409487732094966,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.005,-0.0565124944210526,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.005,0.05651249442216302,crossing,4,6,"|4,0>","|2,1>",0.0,0.0
0.005,0.17409487732088189,crossing,4,9,"|0,2>","|4,0>",0.0,0.0
0.005,0.19088401640091293,crossing,3,7,"|3,0>","|1,1>",0.0,0.0
0.005,0.24758680328988686,crossing,6,9,"|0,2>","|2,1>",0.0,0.0
0.005,0.24758688422614672,crossing,1,5,"|0,1>","|2,0>",0.0,0.0
0.005,0.30438375549257723,crossing,8,9,"|0,2>","|6,0>",0.0,0.0
0.005,0.3115093794192629,crossing,4,7,"|4,0>","|1,1>",0.0,0.0
0.005,0.3768613113843687,crossing,3,5,"|3,0>","|0,1>",0.0,0.0
