beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz
0.6000000000000001,-0.25287741345823794,crossing,2,3,"|2,0>","|0,1>",0.0
0.6000000000000001,-0.2252976453863978,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,-0.1940703770198748,crossing,5,7,"|1,1>","|3,0>",0.0
0.6000000000000001,-0.17422066262437147,crossing,4,8,"|2,1>","|0,2>",0.0
0.6000000000000001,-0.16999999999999998,avoided,6,9,"|1,2>","|3,1>",0.03587430344461495
0.6000000000000001,-0.10173167163373964,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,-0.06,avoided,4,11,"|2,1>","|4,0>",0.032199656232634766
0.6000000000000001,0.06000000000000005,avoided,4,11,"|2,1>","|4,0>",0.0321996562326774
0.6000000000000001,0.10173167163377918,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,0.17000000000000004,avoided,6,9,"|1,2>","|3,1>",0.0358743034451976
0.6000000000000001,0.17422066262435876,crossing,4,8,"|2,1>","|0,2>",0.0
0.6000000000000001,0.19407037701988963,crossing,5,7,"|1,1>","|3,0>",0.0
0.6000000000000001,0.22529764538640193,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,0.252877413458306,crossing,2,3,"|2,0>","|0,1>",0.0
0.6000000000000001,0.2534008694259435,crossing,8,11,"|0,2>","|4,0>",0.0
0.6000000000000001,0.27545050143378436,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,0.3047969120389465,crossing,8,10,"|0,2>","|5,0>",0.0
0.6000000000000001,0.3084822316708143,crossing,6,8,"|1,2>","|0,2>",0.0
0.6000000000000001,0.3113188264983105,crossing,4,5,"|2,1>","|1,1>",0.0
0.6000000000000001,0.32561907185238614,crossing,6,10,"|1,2>","|5,0>",0.0
0.6000000000000001,0.37,avoided,6,10,"|1,2>","|5,0>",0.028456113012211404
0.6000000000000001,0.37723359901688536,crossing,8,9,"|0,2>","|3,1>",0.0
0.6000000000000001,0.37724734036914365,crossing,3,7,"|0,1>","|3,0>",0.0
0.6000000000000001,0.3918223353652826,crossing,3,4,"|0,1>","|2,1>",0.0
0.6000000000000001,0.40581788879818953,crossing,8,9,"|0,2>","|3,1>",0.0
0.6000000000000001,0.41000000000000003,avoided,6,10,"|1,2>","|5,0>",0.034138482286522276
0.6000000000000001,0.41345963361763594,crossing,6,11,"|1,2>","|4,0>",0.0
0.6000000000000001,0.4178431372436749,crossing,10,11,"|5,0>","|4,0>",0.0
0.6000000000000001,0.44667869524576403,crossing,4,7,"|2,1>","|3,0>",0.0
0.6000000000000001,0.4466855070331169,crossing,8,9,"|0,2>","|3,1>",0.0
0.6000000000000001,0.48948245066341095,crossing,8,9,unlabeled,unlabeled,0.0
0.6000000000000001,0.48971310730773376,crossing,4,7,unlabeled,unlabeled,0.0
0.6000000000000001,0.49688780798601145,crossing,4,7,unlabeled,unlabeled,0.0
0.6000000000000001,0.497939369669702,crossing,8,9,unlabeled,unlabeled,0.0
0.6000000000000001,0.4982027411208265,crossing,5,6,unlabeled,unlabeled,0.0
0.6000000000000001,0.4984466868919712,crossing,1,2,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4983518055534434,crossing,8,9,unlabeled,unlabeled,0.0
0.7000000000000001,-0.49816445957357125,crossing,1,2,unlabeled,unlabeled,0.0
0.7000000000000001,-0.49782683008857836,crossing,5,6,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4974572271630528,crossing,4,7,unlabeled,unlabeled,0.0
0.7000000000000001,-0.48947093818636944,crossing,4,7,unlabeled,unlabeled,0.0
0.7000000000000001,-0.48907979580690736,crossing,8,9,unlabeled,unlabeled,0.0
0.7000000000000001,-0.44669597741529105,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.4466863034350217,crossing,4,7,"|2,1>","|3,0>",0.0
0.7000000000000001,-0.41435239042239336,crossing,6,10,"|3,1>","|4,0>",0.0
0.7000000000000001,-0.41000000000000003,avoided,6,11,"|3,1>","|5,0>",0.03762829531144973
0.7000000000000001,-0.4058181278552985,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.3920428140138403,crossing,3,4,"|0,1>","|2,1>",0.0
0.7000000000000001,-0.3775372852861848,crossing,3,7,"|0,1>","|3,0>",0.0
0.7000000000000001,-0.3771685297439926,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.37,avoided,6,11,"|3,1>","|5,0>",0.03256526859009057
0.7000000000000001,-0.31154641058904753,crossing,4,5,"|2,1>","|1,1>",0.0
0.7000000000000001,-0.30861472874573515,crossing,8,11,"|0,2>","|5,0>",0.0
0.7000000000000001,-0.30489577587081834,crossing,6,8,"|3,1>","|0,2>",0.0
0.7000000000000001,-0.25361624343576383,crossing,8,10,"|0,2>","|4,0>",0.0
0.7000000000000001,-0.2531581749802179,crossing,2,3,"|2,0>","|0,1>",0.0
0.7000000000000001,-0.19437301472561394,crossing,5,7,"|1,1>","|3,0>",0.0
0.7000000000000001,-0.17442277253329916,crossing,4,8,"|2,1>","|0,2>",0.0
0.7000000000000001,-0.171137720019853,crossing,9,11,"|1,2>","|5,0>",0.0
0.7000000000000001,-0.10217467835040006,crossing,6,9,"|3,1>","|1,2>",0.0
0.7000000000000001,-0.06,avoided,4,10,"|2,1>","|4,0>",0.03619198034294868
0.7000000000000001,0.06000000000000005,avoided,4,10,"|2,1>","|4,0>",0.03619198034253657
0.7000000000000001,0.10217467835029571,crossing,6,9,"|3,1>","|1,2>",0.0
0.7000000000000001,0.17113772001979513,crossing,9,11,"|1,2>","|5,0>",0.0
