beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.9733362250728561,-0.00020077873149659808,0.00020077873149659808,0.0,0.9701085478439921,0.9668808706151282,6.9362906174654455,7.906198386577941,13.872581226810851,0.0,0.9701085478439921,6.936019129906782,0.9668808706151282,7.906198386577941,3.8739590961753265,10.810160138564456,7.902880676719704,3.8739603690205797,10.810158855079465,8.716277555134866,8.716277555350231,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.9633549843662905,-0.00020118913099054225,0.00020118913099054225,0.0,1.0173772762097713,1.071399568053252,6.9362906174654455,7.953466704544226,13.872581226810851,0.0,1.0173772762097713,6.936021686995744,1.071399568053252,7.953466704544226,3.935223586736896,10.871446793724886,8.007397023426819,3.9352489055612665,10.871422155945652,8.775266519715387,8.775266593459506,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.9343143864529821,-0.0002021637769615836,0.0002021637769615836,0.0,1.1341382121136832,1.3339620377743842,6.9362906174654455,8.070226665802167,13.872581226810851,0.0,1.1341382121136832,6.93602798946803,1.3339620377743842,8.070226665802167,4.093407348908627,11.03030763194208,8.269953100087932,4.094115500238175,11.029602451440823,8.926891748403847,8.92689337624698,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8888109690184649,-0.00020306914771595075,0.00020306914771595075,0.0,1.2821006008528428,1.6753902326872208,6.9362906174654455,8.218188149170572,13.872581226810851,0.0,1.2821006008528428,6.9360363056482015,1.6753902326872208,8.218188149170572,4.308607777316524,11.248598019524962,8.611369894830815,4.312415824836492,11.244797418496887,9.132013156685545,9.132023610968574,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8308091970193203,-0.00020319275687086247,0.00020319275687086247,0.0,1.4392604656817412,2.047711734344162,6.9362906174654455,8.375347890390316,13.872581226810851,0.0,1.4392604656817412,6.936045913259932,2.047711734344162,8.375347890390316,4.556379990510919,11.504557182633903,8.983668701572228,4.56838950462307,11.492562574318342,9.367331136633183,9.36737391222809,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.7651360785776831,-0.00020199561130596067,0.00020199561130596067,0.0,1.5957875487035835,2.426439018829484,6.9362906174654455,8.531876170557723,13.872581226810851,0.0,1.5957875487035835,6.936056603770609,2.426439018829484,8.531876170557723,4.823914526559548,11.788618242623272,9.362343684291275,4.852469984862651,11.76008889565722,9.621414694171506,9.621553021278828,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|4,0>"
0.1,-0.44,-0.6968441670417178,-0.00019920910715143236,0.00019920910715143236,0.0,1.7475174069491857,2.7981906468566535,6.9362906174654455,8.68360881530748,13.872581226810851,0.0,1.7475174069491857,6.936068410681699,2.7981906468566535,8.68360881530748,5.160568314065586,12.039987179998704,9.733957463907586,5.103821768695212,12.096692194512812,9.888334267770801,9.888728145613086,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|4,0>"
0.1,-0.43,-0.6305255752434249,-0.0001948019600064299,0.0001948019600064299,0.0,1.8928083965320894,3.155091217820754,6.9362906174654455,8.828904212037529,13.872581226810851,0.0,1.8928083965320894,6.936081628410221,3.155091217820754,8.828904212037529,5.490598270498694,12.327388269391392,10.0904126113455,5.391232209260522,12.426693113322969,10.164634301081804,10.165734665651158,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|4,0>"
0.1,-0.42,-0.5697177759192016,-0.00018889398901933419,0.00018889398901933419,0.0,2.0311764885929193,3.492635201266637,6.9362906174654455,8.967278212069345,13.872581226810851,0.0,2.0311764885929193,6.936097133673073,3.492635201266637,8.967278212069345,5.840765409686426,12.618750633183211,10.425721986108599,5.682604048360659,12.776826858939728,10.448048585961828,10.451893650739265,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|4,0>"
0.1,-0.41000000000000003,-0.5165693937528033,-0.00018167358688003787,0.00018167358688003787,0.0,2.1626758474545653,3.8087823011563273,6.9362906174654455,9.09878479133313,13.872581226810851,0.0,2.1626758474545653,6.936117841223719,3.8087823011563273,9.09878479133313,6.208759229991145,12.911345027407464,10.732038116453651,5.975207852089284,13.144781533099263,10.751513296920336,10.736927994462874,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|1,2>","|3,0>","|3,1>","|5,0>","|4,0>"
