beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.969201425627972,-2.8506105422820838e-05,2.8506105422820838e-05,0.0,0.9687401169199177,0.9682788082118634,6.925597745298717,7.894309356113212,13.851195490262086,0.0,0.9687401169199177,6.925559094876917,0.9682788082118634,7.894309356113212,3.874035367223968,10.799620490386616,7.89383512539743,3.874035393213518,10.799620464175518,8.716560904531889,8.716560904534305,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.9592137625821522,-2.8563581594198695e-05,2.8563581594198695e-05,0.0,1.0160973440084717,1.0729809254347913,6.925597745298717,7.941666525725594,13.851195490262086,0.0,1.0160973440084717,6.9255594574693475,1.0729809254347913,7.941666525725594,3.9354295572763647,10.861062482612141,7.998536910055321,3.935477657233122,10.861014483058085,8.775677650136089,8.77567766630628,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.9301593401071102,-2.8699882506089125e-05,2.8699882506089125e-05,0.0,1.1330695952931649,1.3359798504792195,6.925597745298717,8.058638640709376,13.851195490262086,0.0,1.1330695952931649,6.925560352494529,1.3359798504792195,8.058638640709376,4.093945294453363,11.020336159056626,8.261534929902865,4.094752165271132,11.019529721503062,8.92763077753088,8.927631239388404,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8846497835926925,-2.882569108919597e-05,2.882569108919597e-05,0.0,1.2812896338748772,1.6779294841570618,6.925597745298717,8.206858553482505,13.851195490262086,0.0,1.2812896338748772,6.92556153572707,1.6779294841570618,8.206858553482505,4.309595279395012,11.239223071627578,8.60348295131007,4.313640513229302,11.235178920893702,9.133200090129804,9.133204098334517,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8266706676608635,-2.8840295641430203e-05,2.8840295641430203e-05,0.0,1.438714837858953,2.0507590080570424,6.925597745298717,8.364283742862028,13.851195490262086,0.0,1.438714837858953,6.925562905103789,2.0507590080570424,8.364283742862028,4.557884098209399,11.49592677399707,8.976309286751246,4.570346312069887,11.483466724825604,9.369041799696618,9.36906179175054,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.7610704781458821,-2.866718713789851e-05,2.866718713789851e-05,0.0,1.5955002903440345,2.429930102542187,6.925597745298717,8.521069368455613,13.851195490262086,0.0,1.5955002903440345,6.925564431434651,2.429930102542187,8.521069368455613,4.82597404101989,11.78086611825114,9.355473144882751,4.855288459926555,11.751555486624852,9.623703479830198,9.623775198847113,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.44,-0.6929168758458388,-2.826789565801846e-05,2.826789565801846e-05,0.0,1.7474769301464903,2.8020369844471418,6.925597745298717,8.673046407549549,13.851195490262086,0.0,1.7474769301464903,6.925566120537837,2.8020369844471418,8.673046407549549,5.1643668484964,12.0320375059205,9.727561556973143,5.106457347839807,12.08994098931953,9.891243639988119,9.891451268889995,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.43,-0.6268049489816576,-2.763751362522271e-05,2.763751362522271e-05,0.0,1.8930024971544412,3.159200045327225,6.925597745298717,8.818572604939533,13.851195490262086,0.0,1.8930024971544412,6.925568016985437,3.159200045327225,8.818572604939533,5.49547754640426,12.320030474828485,10.084669310413261,5.394451660543922,12.421047498787004,10.168198824403163,10.168722652990255,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.42,-0.566261099847992,-2.679261888260953e-05,2.679261888260953e-05,0.0,2.031593845644551,3.4969265914411096,6.925597745298717,8.957164798324385,13.851195490262086,0.0,2.031593845644551,6.92557025351411,3.4969265914411096,8.957164798324385,5.846798625821492,12.611983214559416,10.422168627830416,5.68640576175477,12.772363758257399,10.452296801170036,10.453560609356998,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.41000000000000003,-0.5134124058235727,-2.5759623014209865e-05,2.5759623014209865e-05,0.0,2.1633064532288415,3.8132005006341103,6.925597745298717,9.088878438904544,13.851195490262086,0.0,2.1633064532288415,6.9255732782878,3.8132005006341103,9.088878438904544,6.2159863058287215,12.905159449611773,10.736943058956058,5.979583348832847,13.141545757960301,10.741883372821007,10.745565041730288,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.4,-0.4690128067377657,-2.4566636255940466e-05,2.4566636255940466e-05,0.0,2.2884369224082945,4.107861038078823,6.925597745298717,9.214010101070755,13.851195490262086,0.0,2.2884369224082945,6.925579743947907,4.107861038078823,9.214010101070755,6.599969323368896,13.52551979300739,11.035646282451154,6.271814664183182,13.197389439513358,11.031465445028289,11.040994512440847,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.39,-0.432759889522913,-2.323893863831472e-05,2.323893863831472e-05,0.0,2.4073754400062626,4.381990990489612,6.925597745298717,9.332949946366341,13.851195490262086,0.0,2.4073754400062626,6.925531433758948,4.381990990489612,9.332949946366341,6.995195191938393,13.851062894380789,11.33247210607965,6.561359774578449,13.486933259969504,11.30700776304758,11.33880355289807,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.38,-0.40372509709729343,-2.179692705794878e-05,2.179692705794878e-05,0.0,2.5205322456716885,4.637339394246084,6.925597745298717,9.446108194043347,13.851195490262086,0.0,2.5205322456716885,6.925568395198724,4.637339394246084,9.446108194043347,7.397710749952893,13.851136789390154,11.631367775032999,6.846822135005368,13.772394368340144,11.562659752682748,11.640966557103582,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.37,-0.3807329574661651,-2.0255473771157995e-05,2.0255473771157995e-05,0.0,2.6283020779107176,4.87587119835527,6.925597745298717,9.553879567735663,13.851195490262086,0.0,2.6283020779107176,6.92557307393929,4.87587119835527,9.553879567735663,7.803930357502651,13.851146147183556,11.931416115441948,7.127087127138708,14.052658143342853,11.801293373637947,11.946012468001669,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.36,-0.3626136439410459,-1.8623913490500854e-05,1.8623913490500854e-05,0.0,2.731048442386168,5.09948324083129,6.925597745298717,9.656627563771394,13.851195490262086,0.0,2.731048442386168,6.925576049260286,5.09948324083129,9.656627563771394,8.210432062947802,13.851152097927013,12.231750609679324,7.401274504165514,14.326844330641649,12.024952891073838,12.253314875534329,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.35,-0.3483323492660304,-1.690618009320133e-05,1.690618009320133e-05,0.0,2.8290981905414583,5.309864031816886,6.925597745298717,9.754679029660082,13.851195490262086,0.0,2.8290981905414583,6.925578618631789,5.309864031816886,9.754679029660082,8.614226684054046,13.851157236722798,12.531541642550678,7.66869956125862,14.594268213584229,12.235360299169002,12.562417748362776,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.33999999999999997,-0.33703320019438365,-1.5100776664667137e-05,1.5100776664667137e-05,0.0,2.9227413204853576,5.508449440776332,6.925597745298717,9.84832396500741,13.851195490262086,0.0,2.9227413204853576,6.925581101840663,5.508449440776332,9.84832396500741,9.012746569970375,13.851162203200971,12.829989844046366,7.928840421105434,14.854407898594332,12.433962387838449,12.872918768366503,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.32999999999999996,-0.32803615653745055,-1.3200393340184746e-05,1.3200393340184746e-05,0.0,3.0122332622338774,5.696430367930304,6.925597745298717,9.937817807139254,13.851195490262086,0.0,3.0122332622338774,6.925583647393751,5.696430367930304,9.937817807139254,9.403823773257727,13.851167294434447,13.126323837406375,8.181310018070405,15.106876298704861,12.621954497709595,13.184429605861425,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.32,-0.3208136270013142,-1.1190978256081507e-05,1.1190978256081507e-05,0.0,3.0977981849192133,5.874782742837112,6.925597745298717,10.023384739239674,13.851195490262086,0.0,3.0977981849192133,6.9255863748660715,5.874782742837112,10.023384739239674,9.785655405543508,13.851172749873115,13.419800631203543,8.425831953190965,15.351396987357418,12.80031462376553,13.496549485116788,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.31,-0.31496180486362846,-9.049956958051553e-06,9.049956958051553e-06,0.0,3.1796325625587087,6.044303320253789,6.925597745298717,10.105221257900467,13.851195490262086,0.0,3.1796325625587087,6.925589432205754,6.044303320253789,10.105221257900467,10.156768219539202,13.851178874993536,13.70970745327466,8.662219692411867,15.587783394692366,12.969840533460768,13.808843433458492,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
0.1,-0.3,-0.31017375413156856,-6.743228368577547e-06,6.743228368577547e-06,0.0,3.2579086184683774,6.205643482805186,6.925597745298717,10.183499620538726,13.851195490262086,0.0,3.2579086184683774,6.925593056420979,6.205643482805186,10.183499620538726,10.51598682802782,13.851186108811532,13.995364194934552,8.89035873289987,15.81592097063691,13.131184041360285,14.120824529826166,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|4,0>","|0,2>","|3,1>","|3,0>","|1,2>","|2,1>","|5,0>"
