beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
0.1,-0.5,-0.9689928363293632,-4.214041319983153e-05,4.214041319983153e-05,0.0,0.9686716616067486,0.9683504868841339,10.007778851269308,10.976408372462856,22.13560905856386,0.0,0.9686716616067486,0.9683504868841339,10.00773284954073,3.8740438710626677,10.976408372462856,3.874043884150666,10.976080998507712,8.716596694511821,8.71659669451816,13.88178052456368,13.881780511123651,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.49,-0.9590028023444006,-4.203511588229958e-05,4.203511588229958e-05,0.0,1.0160425217628415,1.0730822411812824,10.007778851269308,11.023779337916267,22.13560905856386,0.0,1.0160425217628415,1.0730822411812824,10.007733241364207,3.935456665204782,11.023779337916267,3.9355059882732064,11.080812515673273,8.775731286672425,8.775731289945725,13.94324251580889,13.94319324171451,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.48,-0.929941903360799,-4.172471375341047e-05,4.172471375341047e-05,0.0,1.1330445614944153,1.3361472196280317,10.007778851269308,11.14078168804997,22.13560905856386,0.0,1.1330445614944153,1.3361472196280317,10.007734186804214,4.094016736060098,11.14078168804997,4.094828983446945,11.34387702133975,8.927726702864618,8.927726948690832,14.102565164726087,14.101753127320563,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.47,-0.8844235445675963,-4.12244890810598e-05,4.12244890810598e-05,0.0,1.2812972340896636,1.6781709236117308,10.007778851269308,11.28903486086989,22.13560905856386,0.0,1.2812972340896636,1.6781709236117308,10.007735395236807,4.309722449323459,11.28903486086989,4.313781375517266,11.6859003324426,9.133349031783752,9.133351887181533,14.321516956021526,14.317458548675233,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.46,-0.8264358506589247,-4.0556286108994755e-05,4.0556286108994755e-05,0.0,1.4387531872909278,2.051070523922931,10.007778851269308,11.446491482274126,22.13560905856386,0.0,1.4387531872909278,2.051070523922931,10.007736749900403,4.5580721804924735,11.446491482274126,4.57056233286653,12.058799777212272,9.369249131977824,9.369265128921313,14.578297029280549,14.565807902953168,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled,unlabeled
0.1,-0.45,-0.760830050993917,-3.974455253796805e-05,3.974455253796805e-05,0.0,1.5955665511901316,2.430303051386346,10.007778851269308,11.603305657906901,22.13560905856386,0.0,1.5955665511901316,2.430303051386346,10.007738251576768,4.826225580691528,11.603305657906901,4.855589948356368,12.43803246064985,9.623972856413076,9.624033143392126,14.86332345161452,14.833960865997625,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.44,-0.692676049041296,-3.881275051753619e-05,3.881275051753619e-05,0.0,1.7475683746078232,2.8024607001743504,10.007778851269308,11.755308413126613,22.13560905856386,0.0,1.7475683746078232,2.8024607001743504,10.007740417394473,5.164763865776877,11.755308413126613,5.106773329574452,12.810190605838955,9.891577993730749,9.891754411293448,15.114508142115483,15.172495858718918,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.43,-0.6265700443319702,-3.7780672045073516e-05,3.7780672045073516e-05,0.0,1.8931167719439088,3.1596634995558475,10.007778851269308,11.900857842541171,22.13560905856386,0.0,1.8931167719439088,3.1596634995558475,10.00774002463109,5.495979268776864,11.900857842541171,5.394831940602245,13.167394228090359,10.168600637065367,10.169038885757033,15.402566267412226,15.503709457062968,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.42,-0.5660381235167051,-3.66626164804984e-05,3.66626164804984e-05,0.0,2.0317289997669548,3.4974198760172044,10.007778851269308,12.039471188419782,22.13560905856386,0.0,2.0317289997669548,3.4974198760172044,10.00774198634025,5.847412335587052,12.039471188419782,5.6868493406331595,13.505151697998201,10.452768179197676,10.453717756600355,15.694583188505106,15.85514048177518,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.41000000000000003,-0.5132058496344598,-3.5465786424992984e-05,3.5465786424992984e-05,0.0,2.163460891747718,3.8137159338609763,10.007778851269308,12.1712042772306,22.13560905856386,0.0,2.163460891747718,3.8137159338609763,10.007743579288984,6.216716788835583,12.1712042772306,5.980088589830473,13.821449035091803,10.742426066256371,10.744293394186116,15.987821982374811,16.224442733783775,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.4,-0.4688250893422037,-3.418792553588901e-05,3.418792553588901e-05,0.0,2.288609341689721,4.1083935940372385,10.007778851269308,12.296354005033493,22.13560905856386,0.0,2.288609341689721,4.1083935940372385,10.00774511794475,6.600820752395805,12.296354005033493,6.272379478154704,14.116128069338004,11.036261683656704,11.039657754652751,16.28011245315554,16.608544412348834,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
0.1,-0.39,-0.4325914792482308,-3.28122013115717e-05,3.28122013115717e-05,0.0,2.4075647652123564,4.382538051176482,10.007778851269308,12.415310804280352,22.13560905856386,0.0,2.4075647652123564,4.382538051176482,10.007746638447543,6.996110575247172,12.415310804280352,6.561981774723449,14.390273919038094,11.33316123715639,11.338954656765367,16.569714381826714,17.003831914432936,"|0,0>","|1,0>","|2,0>","|0,1>","|4,0>","|1,1>","|3,0>","|2,1>","|5,0>",unlabeled,"|0,2>","|6,0>"
