frequency_GHz,capacitance_pF,L_tot_nH,Z_ohm,beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
6.922,2.5,0.211252,9.192431669585584,0.5,0.21999999999999997,-0.2905453507283937,0.002065186812757247,0.002065186812757247,0.0,3.7680483116265435,7.245551272524693,6.921183709214873,10.691297207654173,13.842461437592917,0.0,3.7680483116265435,6.919434165376529,7.245551272524693,12.879482313911183,10.691297207654173,16.504276337661807,10.405320266063327,13.838950103366443,17.322610652533243,16.04102934755221,14.166990841241443,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.22999999999999998,-0.29125577439582173,0.0013235806209337397,0.0013235806209337397,0.0,3.7142179285612826,7.1371800827267435,6.921183709214873,10.636725218397089,13.842461437592917,0.0,3.7142179285612826,6.918675168215017,7.1371800827267435,12.631170998490433,10.636725218397089,15.809835384384016,10.243665778306578,13.837449842721256,17.161626979778845,16.220951793574088,14.059195843303115,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.24,-0.2905901213742794,0.0008620139620063583,0.0008620139620063583,0.0,3.657646418439356,7.024702715504432,6.921183709214873,10.579692141616235,13.842461437592917,0.0,3.657646418439356,6.916344806366595,7.024702715504432,12.369039341475144,10.579692141616235,15.570346398958478,10.07378878623743,13.833026089814112,16.99216073025495,15.931283451363257,13.948635945399758,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.25,-0.3100812136234623,0.0005378851134452134,0.0005378851134452134,0.0,3.5982697759421853,6.886458338260908,6.921183709214873,10.519991370270503,13.842461437592917,0.0,3.5982697759421853,6.933937628540846,6.886458338260908,12.092865419548403,10.519991370270503,15.322933052993221,9.895745683496827,13.798351117471938,16.814395386813928,15.63615014554081,13.862470581873325,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.26,-0.3019288399891167,0.0002908428633929816,0.0002908428633929816,0.0,3.5360160574398805,6.770103274890644,6.921183709214873,10.457490609518146,13.842461437592917,0.0,3.5360160574398805,6.923604707236819,6.770103274890644,11.802505671295734,10.457490609518146,15.068003663843783,9.709514657693035,13.847117135217161,16.628365635728414,15.336427540060342,13.686812360433777,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.27,-0.3029797005541752,9.107657238871525e-05,9.107657238871525e-05,0.0,3.4708042490712643,6.638628797588353,6.921183709214873,10.392079034858526,13.842461437592917,0.0,3.4708042490712643,6.922130296737521,6.638628797588353,11.497922031407441,10.392079034858526,14.806005512301283,9.515050906111938,13.844292485389644,16.43405556352738,15.032970134515551,13.55646504110048,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.28,-0.3053294745137265,-7.777353016535926e-05,7.777353016535926e-05,0.0,3.4025429431959253,6.499756411878124,6.921183709214873,10.323648878880633,13.842461437592917,0.0,3.4025429431959253,6.921529490017491,6.499756411878124,11.179210565507788,10.323648878880633,14.726593865540451,9.312308225213243,13.843109315964668,16.23143534701036,14.537425678004055,13.417928382718117,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.29000000000000004,-0.3084608603527812,-0.00022538869247057391,0.00022538869247057391,0.0,3.331128790368254,6.353796720383727,6.921183709214873,10.252087110890656,13.842461437592917,0.0,3.331128790368254,6.921180332697304,6.353796720383727,10.84663034498287,10.252087110890656,14.418061333704628,9.10125147429764,13.842415131622616,16.02047990474948,14.262791315119301,13.272036827604595,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.30000000000000004,-0.3123641746817043,-0.0003578222828508615,0.0003578222828508615,0.0,3.256444690582782,6.20052520648386,6.921183709214873,10.177270577514804,13.842461437592917,0.0,3.256444690582782,6.920936470044978,6.20052520648386,10.500631493770953,10.177270577514804,14.108072509062168,8.881866725766258,13.841925968471912,15.801181892917285,13.982669299959909,13.118692676056511,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
6.922,2.5,0.211252,9.192431669585584,0.5,0.31000000000000005,-0.3171665266583119,-0.0004790109677088594,0.0004790109677088594,0.0,3.1783576859496634,6.039548845241015,6.921183709214873,10.099062384196827,13.842461437592917,0.0,3.1783576859496634,6.920745700531441,6.039548845241015,10.1418819027012,10.099062384196827,13.797215158257558,8.654171516250656,13.841582291956868,15.573563386011529,13.697665217036928,12.957539150627099,"|0,0>","|1,0>","|0,1>","|2,0>","|2,1>","|1,1>","|1,2>","|3,0>","|0,2>","|3,1>","|5,0>","|4,0>"
